id,cr011_prgrm,cr102_wpt_id,total_chl_used,total_period_day,total_period_30day,avrg_30day_usage,avrg_30day_usage_litres,num_of_Deliveries,Jerrican_delivered,date_of_first_delivery,date_of_last_delivery,country
,Manafwa,7030066,10,373,12.43333,0.8042895,4.021448,5,14,2014-04--16,2015-05--16,2
,Manafwa,7030067,11.5,387,12.9,0.8914729,4.457365,4,14,2014-04--15,2015-05--07,2
,Manafwa,7030068,14,497,16.56667,0.8450704,4.225352,5,18,2014-04--15,2015-08--25,2
,Manafwa,7030069,12,369,12.3,0.9756097,4.878048,4,16,2014-06--02,2015-06--06,2
,Manafwa,7030070,12,370,12.33333,0.972973,4.864865,4,16,2014-05--30,2015-06--04,2
,Manafwa,7030073,12,402,13.4,0.8955224,4.477612,4,16,2014-07--15,2015-08--21,2
,Manafwa,7030074,3,236,7.866667,0.3813559,1.90678,2,7,2014-11--21,2015-07--15,2
,Manafwa,7030075,8,401,13.36667,0.5985037,2.992518,3,12,2014-06--25,2015-07--31,2
,Manafwa,7030076,4,281,9.366667,0.4270463,2.135231,3,8,2014-10--24,2015-08--10,2
,Manafwa,7030078,15.4,479,15.96667,0.9645094,4.822547,5,18,2014-04--29,2015-08--21,2
,Manafwa,7030079,6,277,9.233334,0.6498195,3.249097,5,13,2014-05--02,2015-05--20,2
,Manafwa,7030080,12.5,386,12.86667,0.9715026,4.857513,5,15,2014-04--28,2015-05--19,2
,Manafwa,7030081,7,305,10.16667,0.6885245,3.442623,4,11,2014-05--02,2015-03--03,2
,Manafwa,7030082,12,382,12.73333,0.9424084,4.712042,5,16,2014-05--05,2015-05--22,2
,Manafwa,7030083,8,379,12.63333,0.6332454,3.166227,4,12,2014-05--05,2015-05--19,2
,Manafwa,7030084,4,298,9.933333,0.4026846,2.013423,3,8,2014-07--24,2015-05--18,2
,Manafwa,7030085,8,381,12.7,0.6299213,3.149606,4,12,2014-05--13,2015-05--29,2
,Manafwa,7030086,16,427,14.23333,1.124122,5.620609,5,20,2014-06--10,2015-08--11,2
,Manafwa,7030087,10,386,12.86667,0.7772021,3.88601,5,13,2014-04--30,2015-06--10,2
,Manafwa,7030089,12,401,13.36667,0.8977556,4.488778,4,16,2014-07--15,2015-08--20,2
,Manafwa,7030090,12,383,12.76667,0.9399478,4.699739,4,16,2014-05--29,2015-06--16,2
,Manafwa,7030091,13,307,10.23333,1.270358,6.351791,9,25,2014-05--29,2015-07--20,2
,Manafwa,7030092,8,370,12.33333,0.6486487,3.243243,5,14,2014-05--06,2015-05--12,2
,Manafwa,7030093,12,386,12.86667,0.9326425,4.663212,5,16,2014-05--30,2015-06--30,2
,Manafwa,7030094,8,381,12.7,0.6299213,3.149606,3,12,2014-05--21,2015-06--06,2
,Manafwa,7030095,12,304,10.13333,1.184211,5.921053,4,16,2014-01--03,2014-11--03,2
,Manafwa,7030096,10,385,12.83333,0.7792208,3.896104,5,14,2014-04--30,2015-06--23,2
,Manafwa,7030097,8,385,12.83333,0.6233767,3.116883,4,12,2014-04--30,2015-05--20,2
,Manafwa,7030098,6,391,13.03333,0.4603581,2.30179,3,10,2014-04--25,2015-05--21,2
,Manafwa,7030099,10,382,12.73333,0.7853403,3.926702,4,14,2014-05--05,2015-05--22,2
,Manafwa,7030100,9.5,386,12.86667,0.738342,3.69171,4,12,2014-05--29,2015-06--19,2
,Manafwa,7030101,10,396,13.2,0.7575758,3.787879,6,18,2014-04--11,2015-08--18,2
,Manafwa,7030102,12,371,12.36667,0.9703504,4.851752,5,16,2014-05--06,2015-05--12,2
,Manafwa,7030103,8,398,13.26667,0.6030151,3.015075,3,12,2014-06--10,2015-07--13,2
,Manafwa,7030104,5,386,12.86667,0.388601,1.943005,4,8,2014-04--30,2015-05--21,2
,Manafwa,7030105,10,375,12.5,0.8,4,4,14,2014-06--16,2015-06--26,2
,Manafwa,7030106,11,386,12.86667,0.8549223,4.274611,5,15,2014-04--28,2015-05--19,2
,Manafwa,7030107,7,376,12.53333,0.5585106,2.792553,6,13,2014-05--05,2015-05--19,2
,Manafwa,7030108,13.5,383,12.76667,1.057441,5.287206,5,16,2014-05--02,2015-05--20,2
,Manafwa,7030110,10.5,304,10.13333,1.036184,5.180921,5,13,2014-05--05,2015-03--05,2
,Manafwa,7030111,6,287,9.566667,0.6271777,3.135889,3,10,2014-07--29,2015-05--12,2
,Manafwa,7030112,9.5,386,12.86667,0.738342,3.69171,4,12,2014-04--30,2015-05--21,2
,Manafwa,7030113,16,387,12.9,1.24031,6.20155,7,20,2014-04--29,2015-05--21,2
,Manafwa,7030114,9,304,10.13333,0.8881579,4.44079,7,12,2014-04--30,2015-05--21,2
,Manafwa,7030115,2,207,6.9,0.2898551,1.449275,3,6,2014-08--14,2015-03--09,2
,Manafwa,7030116,12,374,12.46667,0.9625669,4.812834,6,15,2014-04--28,2015-06--08,2
,Manafwa,7030117,8,387,12.9,0.620155,3.100775,5,14,2014-04--16,2015-05--09,2
,Manafwa,7030118,6,284,9.466666,0.6338028,3.169014,3,10,2014-07--29,2015-05--09,2
,Manafwa,7030119,6,288,9.6,0.625,3.125,3,10,2014-07--25,2015-05--09,2
,Manafwa,7030120,8,286,9.533334,0.8391608,4.195804,3,12,2014-07--25,2015-05--07,2
,Manafwa,7030121,14,360,12,1.166667,5.833333,6,17,2014-04--28,2015-06--08,2
,Manafwa,7030122,7,391,13.03333,0.5370844,2.685422,4,10,2014-04--25,2015-05--21,2
,Manafwa,7030123,18,390,13,1.384615,6.923077,6,21,2014-04--24,2015-05--19,2
,Manafwa,7030125,6,242,8.066667,0.7438017,3.719008,3,10,2014-06--16,2015-02--13,2
,Manafwa,7030126,7,238,7.933333,0.8823529,4.411765,3,11,2014-06--17,2015-02--10,2
,Manafwa,7030127,6,402,13.4,0.4477612,2.238806,5,9,2014-04--11,2015-06--23,2
,Manafwa,7030128,10,389,12.96667,0.7712082,3.856041,4,14,2014-04--25,2015-05--19,2
,Manafwa,7030129,9,388,12.93333,0.6958763,3.479382,4,13,2014-04--14,2015-05--07,2
,Manafwa,7030130,10,384,12.8,0.78125,3.90625,5,14,2014-04--23,2015-06--08,2
,Manafwa,7030131,6,228,7.6,0.7894737,3.947369,4,9,2014-04--14,2015-02--07,2
,Manafwa,7030132,7,384,12.8,0.546875,2.734375,5,10,2014-04--23,2015-06--10,2
,Manafwa,7030133,9,384,12.8,0.703125,3.515625,5,12,2014-04--23,2015-06--10,2
,Manafwa,7030134,6,393,13.1,0.4580153,2.290076,5,10,2014-04--09,2015-05--12,2
,Manafwa,7030135,10,397,13.23333,0.7556675,3.778337,4,14,2014-04--09,2015-05--11,2
,Manafwa,7030136,4.7,384,12.8,0.3671875,1.835937,3,7.2,2014-04--22,2015-05--11,2
,Manafwa,7030137,6,267,8.9,0.6741573,3.370787,4,10,2014-04--22,2015-05--11,2
,Manafwa,7030138,7,385,12.83333,0.5454546,2.727273,4,11,2014-04--23,2015-05--13,2
,Manafwa,7030139,9,389,12.96667,0.6940874,3.470437,5,13,2014-04--15,2015-06--08,2
,Manafwa,7030140,5,389,12.96667,0.3856041,1.928021,4,8,2014-04--15,2015-06--08,2
,Manafwa,7030141,2,392,13.06667,0.1530612,0.7653061,2,5,2014-04--15,2015-05--12,2
,Manafwa,7030142,10,293,9.766666,1.023891,5.119454,4,14,2014-07--04,2015-04--23,2
,Manafwa,7030143,10,372,12.4,0.8064516,4.032258,5,13,2014-04--16,2015-04--23,2
,Manafwa,7030144,,,,,,1,4,2014-10--07,2014-10--07,2
,Manafwa,7030145,7.5,309,10.3,0.7281553,3.640777,3,12,2014-09--15,2015-07--21,2
,Manafwa,7030146,,,,,,1,4,2015-07--28,2015-07--28,2
,Manafwa,7030147,16,411,13.7,1.167883,5.839417,6,24,2014-06--02,2015-07--21,2
,Manafwa,7030148,13.5,407,13.56667,0.995086,4.97543,5,18,2014-06--06,2015-07--18,2
,Manafwa,7030149,12,394,13.13333,0.9137056,4.568528,4,16,2014-06--10,2015-07--09,2
,Manafwa,7030150,12,349,11.63333,1.031519,5.157593,4,16,2014-06--05,2015-05--20,2
,Manafwa,7030151,4,169,5.633333,0.7100592,3.550296,2,8,2014-06--05,2014-11--21,2
,Manafwa,7030152,10,394,13.13333,0.7614213,3.807106,5,14,2014-06--10,2015-08--27,2
,Manafwa,7030153,7,394,13.13333,0.5329949,2.664975,5,11,2014-06--10,2015-08--27,2
,Manafwa,7030154,10,374,12.46667,0.802139,4.010695,4,14,2014-05--24,2015-06--02,2
,Manafwa,7030155,12,367,12.23333,0.9809264,4.904632,4,15,2014-08--18,2015-08--20,2
,Manafwa,7030156,10,374,12.46667,0.802139,4.010695,4,14,2014-04--29,2015-05--08,2
,Manafwa,7030157,9.5,374,12.46667,0.7620321,3.81016,4,14,2014-04--29,2015-05--08,2
,Manafwa,7030158,8,282,9.4,0.8510638,4.255319,5,13,2014-04--22,2015-04--25,2
,Manafwa,7030159,13.5,485,16.16667,0.8350516,4.175258,5,17,2014-04--22,2015-08--20,2
,Manafwa,7030161,16.5,485,16.16667,1.020619,5.103093,7,19,2014-04--22,2015-08--27,2
,Manafwa,7030162,13.5,485,16.16667,0.8350516,4.175258,5,17,2014-04--22,2015-08--20,2
,Manafwa,7030163,12,376,12.53333,0.9574468,4.787234,5,15,2014-04--23,2015-05--04,2
,Manafwa,7030164,5.5,381,12.7,0.4330709,2.165354,3,9,2014-04--23,2015-05--09,2
,Manafwa,7030165,5,378,12.6,0.3968254,1.984127,4,13,2014-04--23,2015-05--07,2
,Manafwa,7030166,8,376,12.53333,0.6382979,3.191489,4,12,2014-04--23,2015-05--04,2
,Manafwa,7030167,10,381,12.7,0.7874016,3.937008,4,13,2014-04--23,2015-05--09,2
,Manafwa,7030168,10,376,12.53333,0.7978723,3.989362,5,17,2014-04--23,2015-05--09,2
,Manafwa,7030169,6,289,9.633333,0.6228374,3.114187,3,10,2014-07--22,2015-05--07,2
,Manafwa,7030170,9,481,16.03333,0.5613306,2.806653,6,19,2014-04--23,2015-08--24,2
,Manafwa,7030171,10,382,12.73333,0.7853403,3.926702,4,14,2014-04--22,2015-05--09,2
,Manafwa,7030172,7.5,393,13.1,0.5725191,2.862595,3,12,2014-07--24,2015-08--21,2
,Manafwa,7030174,,,,,,1,1,2014-04--28,2014-04--28,2
,Manafwa,7030175,9.5,375,12.5,0.76,3.8,4,14,2014-04--28,2015-05--08,2
,Manafwa,7030176,10,375,12.5,0.8,4,4,14,2014-04--28,2015-05--08,2
,Manafwa,7030177,10.5,364,12.13333,0.8653846,4.326923,4,15,2014-08--22,2015-08--21,2
,Manafwa,7030178,16,384,12.8,1.25,6.25,6,19,2014-04--17,2015-05--06,2
,Manafwa,7030179,7,384,12.8,0.546875,2.734375,4,10,2014-04--17,2015-05--06,2
,Manafwa,7030180,7.5,483,16.1,0.4658385,2.329192,4,11,2014-04--25,2015-08--21,2
,Manafwa,7030181,7.5,483,16.1,0.4658385,2.329192,4,12,2014-04--25,2015-08--21,2
,Manafwa,7030182,9,372,12.4,0.7258065,3.629032,4,13,2014-04--28,2015-05--05,2
,Manafwa,7030183,14,479,15.96667,0.8768268,4.384134,5,18,2014-04--28,2015-08--20,2
,Manafwa,7030184,14,479,15.96667,0.8768268,4.384134,5,18,2014-04--29,2015-08--21,2
,Manafwa,7030185,10,384,12.8,0.78125,3.90625,4,13,2014-04--17,2015-05--06,2
,Manafwa,7030186,12,483,16.1,0.7453416,3.726708,5,16,2014-04--25,2015-08--21,2
,Manafwa,7030187,8,291,9.7,0.8247423,4.123711,3,12,2014-07--18,2015-05--05,2
,Manafwa,7030188,5,375,12.5,0.4,2,5,12,2014-04--25,2015-08--21,2
,Manafwa,7030189,13.5,479,15.96667,0.8455115,4.227558,5,18,2014-04--28,2015-08--20,2
,Manafwa,7030190,11,491,16.36667,0.6720977,3.360489,5,15,2014-04--14,2015-08--18,2
,Manafwa,7030191,13.5,465,15.5,0.8709677,4.354839,7,21,2014-04--17,2015-08--19,2
,Manafwa,7030192,13,491,16.36667,0.7942973,3.971487,5,16,2014-04--15,2015-08--19,2
,Manafwa,7030193,13.5,490,16.33333,0.8265306,4.132653,6,17,2014-04--15,2015-08--18,2
,Manafwa,7030194,8,385,12.83333,0.6233767,3.116883,4,11,2014-04--16,2015-05--06,2
,Manafwa,7030195,14,490,16.33333,0.8571428,4.285714,5,17,2014-04--15,2015-08--18,2
,Manafwa,7030196,9,384,12.8,0.703125,3.515625,4,12,2014-04--17,2015-05--06,2
,Manafwa,7030197,13,490,16.33333,0.7959183,3.979592,5,16,2014-04--15,2015-08--18,2
,Manafwa,7030198,11.7,490,16.33333,0.7163265,3.581632,5,15.2,2014-04--15,2015-08--18,2
,Manafwa,7030201,10.5,403,13.43333,0.7816377,3.908189,5,15,2014-04--23,2015-08--24,2
,Manafwa,7030202,12,403,13.43333,0.8933002,4.466501,5,16,2014-04--23,2015-08--24,2
,Manafwa,7030204,14,485,16.16667,0.8659794,4.329897,6,21,2014-04--24,2015-08--24,2
,Manafwa,7030205,10,482,16.06667,0.6224066,3.112033,4,14,2014-04--29,2015-08--24,2
,Manafwa,7030206,8,374,12.46667,0.6417112,3.208556,5,15,2014-04--24,2015-05--04,2
,Manafwa,7030207,2,88,2.933333,0.6818182,3.409091,2,5,2014-04--24,2014-07--21,2
,Manafwa,7030208,13.5,487,16.23333,0.8316222,4.158111,5,17,2014-04--24,2015-08--24,2
,Manafwa,7030210,6,254,8.466666,0.7086614,3.543307,4,10,2014-06--11,2015-04--20,2
,Manafwa,7030211,6,254,8.466666,0.7086614,3.543307,3,10,2014-06--11,2015-02--20,2
,Manafwa,7030215,8,149,4.966667,1.610738,8.053692,3,12,2014-06--04,2014-10--31,2
,Manafwa,7030216,8,236,7.866667,1.016949,5.084746,4,16,2014-06--20,2015-02--16,2
,Manafwa,7030217,8,251,8.366667,0.9561753,4.780876,3,12,2014-06--10,2015-02--16,2
,Manafwa,7030218,8,251,8.366667,0.9561753,4.780876,3,12,2014-06--10,2015-02--16,2
,Manafwa,7030219,6,251,8.366667,0.7171314,3.585657,3,10,2014-06--10,2015-02--16,2
,Manafwa,7030220,8,251,8.366667,0.9561753,4.780876,3,12,2014-06--10,2015-02--16,2
,Manafwa,7030221,7,150,5,1.4,7,4,12,2014-06--06,2015-08--12,2
,Manafwa,7030222,5,259,8.633333,0.5791506,2.895753,4,9,2014-06--04,2015-08--12,2
,Manafwa,7030223,22,320,10.66667,2.0625,10.3125,8,26,2014-04--09,2015-02--23,2
,Manafwa,7030224,8,257,8.566667,0.9338521,4.669261,3,12,2014-06--11,2015-02--23,2
,Manafwa,7030225,8,257,8.566667,0.9338521,4.669261,3,12,2014-06--11,2015-02--23,2
,Manafwa,7030226,16,498,16.6,0.9638554,4.819277,5,20,2014-04--01,2015-08--12,2
,Manafwa,7030227,12,432,14.4,0.8333334,4.166667,4,16,2014-06--06,2015-08--12,2
,Manafwa,7030228,8,264,8.8,0.9090909,4.545455,3,12,2014-06--04,2015-02--23,2
,Manafwa,7030229,12,433,14.43333,0.8314088,4.157044,5,20,2014-06--05,2015-08--13,2
,Manafwa,7030230,12,435,14.5,0.8275862,4.137931,4,16,2014-06--04,2015-08--13,2
,Manafwa,7030231,8,261,8.7,0.9195402,4.597701,3,12,2014-06--04,2015-02--20,2
,Manafwa,7030232,7,264,8.8,0.7954545,3.977273,3,11,2014-06--04,2015-02--23,2
,Manafwa,7030233,11,405,13.5,0.8148148,4.074074,4,15,2014-07--04,2015-08--13,2
,Manafwa,7030234,4,88,2.933333,1.363636,6.818182,3,7,2014-06--19,2015-08--13,2
,Manafwa,7030235,12,433,14.43333,0.8314088,4.157044,4,16,2014-06--05,2015-08--12,2
,Manafwa,7030236,11,455,15.16667,0.7252747,3.626373,4,15,2014-05--13,2015-08--11,2
,Manafwa,7030238,20,338,11.26667,1.775148,8.87574,6,24,2014-05--22,2015-04--25,2
,Manafwa,7030239,6,249,8.3,0.7228916,3.614458,3,10,2014-06--12,2015-02--16,2
,Manafwa,7030240,5,248,8.266666,0.6048387,3.024194,4,12,2014-06--12,2015-02--16,2
,Manafwa,7030242,5,250,8.333333,0.6,3,3,9,2014-06--12,2015-02--17,2
,Manafwa,7030243,6,250,8.333333,0.72,3.6,3,10,2014-06--12,2015-02--17,2
,Manafwa,7030244,7,251,8.366667,0.8366534,4.183267,3,11,2014-06--12,2015-02--18,2
,Manafwa,7030245,7,249,8.3,0.8433735,4.216867,3,11,2014-06--12,2015-02--16,2
,Manafwa,7030246,7,252,8.4,0.8333334,4.166667,3,11,2014-06--12,2015-02--19,2
,Manafwa,7030247,9,315,10.5,0.8571429,4.285714,4,13,2014-06--13,2015-04--24,2
,Manafwa,7030248,8,308,10.26667,0.7792208,3.896104,4,12,2014-06--20,2015-04--24,2
,Manafwa,7030249,6,237,7.9,0.7594936,3.797468,4,13,2014-06--19,2015-02--12,2
,Manafwa,7030250,7,238,7.933333,0.8823529,4.411765,3,11,2014-06--19,2015-02--12,2
,Manafwa,7030252,12,315,10.5,1.142857,5.714286,5,16,2014-06--13,2015-04--24,2
,Manafwa,7030253,4,315,10.5,0.3809524,1.904762,3,8,2014-06--13,2015-04--24,2
,Manafwa,7030254,6,238,7.933333,0.7563025,3.781513,3,10,2014-06--19,2015-02--12,2
,Manafwa,7030255,9,311,10.36667,0.8681672,4.340836,5,13,2014-06--17,2015-04--24,2
,Manafwa,7030256,17,315,10.5,1.619048,8.095238,6,21,2014-06--13,2015-04--24,2
,Manafwa,7030257,8,308,10.26667,0.7792208,3.896104,4,12,2014-06--20,2015-04--24,2
,Manafwa,7030258,9,243,8.1,1.111111,5.555555,6,15,2014-06--13,2015-04--25,2
,Manafwa,7030259,5,240,8,0.625,3.125,3,9,2014-06--17,2015-02--12,2
,Manafwa,7030260,7,283,9.433333,0.7420495,3.710247,3,11,2014-05--12,2015-02--19,2
,Manafwa,7030261,3,126,4.2,0.7142857,3.571429,2,7,2014-05--12,2014-09--15,2
,Manafwa,7030262,8,391,13.03333,0.6138107,3.069054,4,12,2014-05--07,2015-06--02,2
,Manafwa,7030263,6.5,273,9.1,0.7142857,3.571428,3,9,2014-05--07,2015-02--04,2
,Manafwa,7030264,5.6,273,9.1,0.6153846,3.076923,3,8.1,2014-05--07,2015-02--04,2
,Manafwa,7030265,7,301,10.03333,0.6976744,3.488372,4,11,2014-05--05,2015-03--02,2
,Manafwa,7030266,6,273,9.1,0.6593406,3.296703,3,10,2014-05--07,2015-02--04,2
,Manafwa,7030267,9,281,9.366667,0.9608541,4.80427,5,11.2,2014-05--05,2015-05--23,2
,Manafwa,7030268,10,379,12.63333,0.7915567,3.957784,5,14,2014-05--06,2015-05--20,2
,Manafwa,7030269,12,380,12.66667,0.9473684,4.736842,5,16,2014-05--05,2015-05--20,2
,Manafwa,7030270,8,302,10.06667,0.794702,3.97351,3,12,2014-07--25,2015-05--23,2
,Manafwa,7030271,8,382,12.73333,0.6282722,3.141361,4,12,2014-05--06,2015-05--23,2
,Manafwa,7030272,6,382,12.73333,0.4712042,2.356021,4,9,2014-05--06,2015-05--23,2
,Manafwa,7030273,10,382,12.73333,0.7853403,3.926702,4,14,2014-05--06,2015-05--23,2
,Manafwa,7030274,5.5,383,12.76667,0.4308094,2.154047,4,8,2014-05--05,2015-05--23,2
,Manafwa,7030275,10,381,12.7,0.7874016,3.937008,5,14,2014-05--06,2015-05--22,2
,Manafwa,7030276,10,385,12.83333,0.7792208,3.896104,4,13,2014-05--02,2015-05--22,2
,Manafwa,7030277,6,382,12.73333,0.4712042,2.356021,3,10,2014-05--05,2015-05--22,2
,Manafwa,7030278,9,389,12.96667,0.6940874,3.470437,4,13,2014-04--25,2015-05--19,2
,Manafwa,7030279,9,382,12.73333,0.7068062,3.534031,5,15,2014-04--25,2015-05--18,2
,Manafwa,7030280,3.5,126,4.2,0.8333334,4.166667,4,9,2014-09--13,2015-06--23,2
,Manafwa,7030281,3,215,7.166667,0.4186047,2.093023,4,6,2014-04--25,2015-05--18,2
,Manafwa,7030282,9,368,12.26667,0.7336957,3.668478,4,13,2014-05--16,2015-05--19,2
,Manafwa,7030283,10,366,12.2,0.8196722,4.098361,4,14,2014-05--20,2015-05--21,2
,Manafwa,7030284,9,364,12.13333,0.7417582,3.708791,4,13,2014-05--21,2015-05--20,2
,Manafwa,7030285,10,364,12.13333,0.8241758,4.120879,4,14,2014-05--21,2015-05--20,2
,Manafwa,7030286,8,364,12.13333,0.6593407,3.296703,4,12,2014-05--21,2015-05--20,2
,Manafwa,7030287,8,389,12.96667,0.6169666,3.084833,4,12,2014-04--25,2015-05--19,2
,Manafwa,7030288,15,399,13.3,1.12782,5.639098,5,19,2014-05--20,2015-06--23,2
,Manafwa,7030289,10,364,12.13333,0.8241758,4.120879,4,14,2014-05--21,2015-05--20,2
,Manafwa,7030290,12,399,13.3,0.9022557,4.511278,4,16,2014-05--20,2015-06--23,2
,Manafwa,7030291,7,356,11.86667,0.5898876,2.949438,5,11,2014-05--20,2015-06--10,2
,Manafwa,7030292,10,371,12.36667,0.8086253,4.043127,6,14,2014-05--06,2015-08--22,2
,Manafwa,7030293,10,371,12.36667,0.8086253,4.043127,5,14,2014-05--06,2015-05--12,2
,Manafwa,7030295,12,378,12.6,0.9523809,4.761905,5,16,2014-04--30,2015-05--13,2
,Manafwa,7030296,12,371,12.36667,0.9703504,4.851752,6,15,2014-05--06,2015-08--22,2
,Manafwa,7030297,12,372,12.4,0.967742,4.83871,6,16,2014-05--06,2015-08--27,2
,Manafwa,7030298,10,371,12.36667,0.8086253,4.043127,5,14,2014-05--06,2015-05--12,2
,Manafwa,7030299,12,386,12.86667,0.9326425,4.663212,6,16,2014-04--30,2015-08--14,2
,Manafwa,7030300,10,386,12.86667,0.7772021,3.88601,6,14,2014-04--30,2015-08--14,2
,Manafwa,7030301,6,371,12.36667,0.4851752,2.425876,5,10,2014-05--07,2015-05--13,2
,Manafwa,7030302,11,386,12.86667,0.8549223,4.274611,5,15,2014-04--30,2015-05--21,2
,Manafwa,7030303,11,372,12.4,0.8870968,4.435484,6,17,2014-04--30,2015-05--13,2
,Manafwa,7030304,9,386,12.86667,0.6994818,3.497409,5,13,2014-04--30,2015-05--21,2
,Manafwa,7030305,11,386,12.86667,0.8549223,4.274611,7,15,2014-04--30,2015-08--22,2
,Manafwa,7030306,11,377,12.56667,0.8753316,4.376658,5,15,2014-05--02,2015-05--14,2
,Manafwa,7030307,8,276,9.2,0.8695652,4.347826,5,11,2014-05--02,2015-05--14,2
,Manafwa,7030308,3,147,4.9,0.6122449,3.061224,2,7,2014-06--20,2014-11--14,2
,Manafwa,7030309,10,377,12.56667,0.795756,3.97878,5,14,2014-05--02,2015-05--14,2
,Manafwa,7030310,4,379,12.63333,0.3166227,1.583114,3,8,2014-05--05,2015-05--19,2
,Manafwa,7030311,11,377,12.56667,0.8753316,4.376658,5,15,2014-05--02,2015-05--14,2
,Manafwa,7030312,10,319,10.63333,0.9404389,4.702194,6,14,2014-07--04,2015-08--27,2
,Manafwa,7030313,,,,,,1,2,2014-05--02,2014-05--02,2
,Manafwa,7030314,10,374,12.46667,0.802139,4.010695,4,14,2014-05--05,2015-05--14,2
,Manafwa,7030315,11,382,12.73333,0.8638743,4.319372,5,15,2014-05--02,2015-05--19,2
,Manafwa,7030316,2,101,3.366667,0.5940594,2.970297,2,6,2014-05--05,2014-08--14,2
,Manafwa,7030317,13.5,391,13.03333,1.035806,5.179028,5,16,2014-04--29,2015-05--25,2
,Manafwa,7030318,3,98,3.266667,0.9183673,4.591836,2,6,2014-04--28,2014-08--04,2
,Manafwa,7030319,15,410,13.66667,1.097561,5.487805,6,18,2014-04--11,2015-05--26,2
,Manafwa,7030320,20,388,12.93333,1.546392,7.731958,8,28,2014-04--29,2015-05--25,2
,Manafwa,7030321,13.5,386,12.86667,1.049223,5.246114,5,16,2014-04--28,2015-05--19,2
,Manafwa,7030322,8,390,13,0.6153846,3.076923,4,12,2014-04--24,2015-05--19,2
,Manafwa,7030323,10,386,12.86667,0.7772021,3.88601,5,13,2014-04--28,2015-05--19,2
,Manafwa,7030324,6,384,12.8,0.46875,2.34375,3,9,2014-04--30,2015-05--19,2
,Manafwa,7030325,10,384,12.8,0.78125,3.90625,4,14,2014-04--30,2015-05--19,2
,Manafwa,7030326,14,386,12.86667,1.088083,5.440414,6,17,2014-04--28,2015-05--19,2
,Manafwa,7030327,10,389,12.96667,0.7712082,3.856041,6,16,2014-04--24,2015-05--26,2
,Manafwa,7030328,10,391,13.03333,0.7672634,3.836317,5,14,2014-04--25,2015-05--21,2
,Manafwa,7030329,10,390,13,0.7692308,3.846154,4,14,2014-04--24,2015-05--19,2
,Manafwa,7030330,10,390,13,0.7692308,3.846154,4,14,2014-04--24,2015-05--19,2
,Manafwa,7030331,2,102,3.4,0.5882353,2.941176,2,6,2014-04--24,2014-08--04,2
,Manafwa,7030332,,,,,,1,2,2014-04--25,2014-04--25,2
,Manafwa,7030333,11.4,385,12.83333,0.8883117,4.441558,4,14,2014-04--28,2015-05--18,2
,Manafwa,7030334,12.5,391,13.03333,0.9590793,4.795396,6,15,2014-04--29,2015-05--26,2
,Manafwa,7030335,12.5,391,13.03333,0.9590793,4.795396,5,15,2014-04--29,2015-05--25,2
,Manafwa,7030336,11,390,13,0.8461539,4.230769,5,15,2014-04--30,2015-05--25,2
,Manafwa,7030337,9,384,12.8,0.703125,3.515625,5,13,2014-04--29,2015-05--18,2
,Manafwa,7030338,17,385,12.83333,1.324675,6.623377,6,21,2014-04--24,2015-05--14,2
,Manafwa,7030339,12.5,385,12.83333,0.974026,4.87013,5,16,2014-04--24,2015-05--14,2
,Manafwa,7030340,18,385,12.83333,1.402597,7.012987,6,22,2014-04--24,2015-05--14,2
,Manafwa,7030341,13,385,12.83333,1.012987,5.064935,5,17,2014-04--24,2015-05--14,2
,Manafwa,7030342,2,84,2.8,0.7142857,3.571429,2,6,2014-04--11,2014-07--04,2
,Manafwa,7030343,14,400,13.33333,1.05,5.25,6,18,2014-04--14,2015-06--23,2
,Manafwa,7030344,24,389,12.96667,1.8509,9.254499,8,27,2014-04--24,2015-05--18,2
,Manafwa,7030345,14,389,12.96667,1.079692,5.398458,5,18,2014-04--24,2015-05--18,2
,Manafwa,7030346,,,,,,1,1,2014-04--24,2014-04--24,2
,Manafwa,7030347,,,,,,1,2,2014-04--16,2014-04--16,2
,Manafwa,7030348,6,287,9.566667,0.6271777,3.135889,3,10,2014-07--29,2015-05--12,2
,Manafwa,7030349,10,397,13.23333,0.7556675,3.778337,4,14,2014-04--10,2015-05--12,2
,Manafwa,7030350,2,384,12.8,0.15625,0.78125,2,5,2014-04--22,2015-05--11,2
,Manafwa,7030351,10,388,12.93333,0.7731959,3.865979,5,13,2014-04--14,2015-06--08,2
,Manafwa,7030352,5,393,13.1,0.3816794,1.908397,3,9,2014-04--09,2015-05--07,2
,Manafwa,7030353,4,384,12.8,0.3125,1.5625,3,7,2014-04--22,2015-05--11,2
,Manafwa,7030354,10,398,13.26667,0.7537689,3.768844,5,13,2014-04--10,2015-05--13,2
,Manafwa,7030355,10,398,13.26667,0.7537689,3.768844,4,13,2014-04--10,2015-05--13,2
,Manafwa,7030356,10,294,9.8,1.020408,5.102041,4,14,2014-07--23,2015-05--13,2
,Manafwa,7030357,6,306,10.2,0.5882353,2.941177,3,10,2014-07--11,2015-05--13,2
,Manafwa,7030358,10,426,14.2,0.7042254,3.521127,4,14,2014-04--23,2015-06--23,2
,Manafwa,7030360,7,287,9.566667,0.7317073,3.658537,3,11,2014-07--31,2015-05--14,2
,Manafwa,7030361,10,399,13.3,0.7518797,3.759398,4,14,2014-04--09,2015-05--13,2
