id,cem301_attendees_total,cem009_country,month,year,country,cem005_today
,17,1,10,2014,1,30oct2014
,18,1,6,2014,1,18-Jun-14
,25,1,1,2015,1,20-Jan-15
,16,1,6,2014,1,17-Jun-14
,19,1,6,2014,1,19-Jun-14
,15,1,12,2014,1,10dec2014
,51,1,12,2014,1,11dec2014
,18,1,6,2014,1,18-Jun-14
,14,1,6,2014,1,19-Jun-14
,12,1,6,2014,1,25-Jun-14
,16,1,6,2014,1,26-Jun-14
,19,1,6,2014,1,27-Jun-14
,12,1,6,2014,1,12-Jun-14
,20,1,6,2014,1,12-Jun-14
,15,1,6,2014,1,13-Jun-14
,19,1,7,2014,1,02-Jul-14
,16,1,6,2014,1,12-Jun-14
,25,1,6,2014,1,20-Jun-14
,10,1,6,2014,1,27-Jun-14
,22,1,6,2014,1,25-Jun-14
,16,1,6,2014,1,23-Jun-14
,24,1,6,2014,1,23-Jun-14
,12,1,6,2014,1,24-Jun-14
,30,1,1,2015,1,21-Jan-15
,15,1,1,2015,1,21-Jan-15
,31,1,12,2014,1,11dec2014
,17,1,6,2014,1,27-Jun-14
,19,1,6,2014,1,30-Jun-14
,18,1,6,2014,1,30-Jun-14
,16,1,12,2014,1,10dec2014
,16,1,6,2014,1,27-Jun-14
,22,1,1,2015,1,27-Jan-15
,33,1,2,2015,1,27-Feb-15
,13,1,5,2014,1,05may2014
,14,1,6,2014,1,05-Jun-14
,17,1,1,2015,1,12-Jan-15
,19,1,6,2014,1,04-Jun-14
,25,1,5,2014,1,27may2014
,16,1,5,2014,1,20may2014
,15,1,5,2014,1,06may2014
,6,1,5,2014,1,05may2014
,18,1,6,2014,1,06-Jun-14
,14,1,5,2014,1,13may2014
,7,1,5,2014,1,29may2014
,22,1,5,2014,1,26may2014
,10,1,5,2014,1,29may2014
,20,1,6,2014,1,03-Jun-14
,12,1,5,2014,1,22may2014
,19,1,5,2014,1,16may2014
,22,1,5,2014,1,20may2014
,19,1,5,2014,1,27may2014
,16,1,5,2014,1,19may2014
,15,1,5,2014,1,14may2014
,15,1,5,2014,1,13may2014
,23,1,6,2014,1,04-Jun-14
,10,1,5,2014,1,23may2014
,16,1,5,2014,1,06may2014
,21,1,6,2014,1,03-Jun-14
,16,1,5,2014,1,22may2014
,19,1,5,2014,1,19may2014
,16,1,5,2014,1,07may2014
,19,1,6,2014,1,05-Jun-14
,16,1,5,2014,1,09may2014
,16,1,5,2014,1,21may2014
,16,1,5,2014,1,15may2014
,15,1,5,2014,1,15may2014
,15,1,5,2014,1,22may2014
,14,1,5,2014,1,26may2014
,15,1,5,2014,1,28may2014
,13,1,6,2014,1,09-Jun-14
,15,1,5,2014,1,09may2014
,18,1,5,2014,1,08may2014
,16,1,5,2014,1,05may2014
,15,1,5,2014,1,07may2014
,18,1,5,2014,1,12may2014
,21,1,7,2013,1,16-Jul-13
,21,1,7,2013,1,11-Jul-13
,23,1,7,2013,1,11-Jul-13
,26,1,7,2013,1,16-Jul-13
,36,1,7,2013,1,11-Jul-13
,26,1,7,2013,1,13-Jul-13
,16,1,7,2013,1,10-Jul-13
,25,1,7,2013,1,10-Jul-13
,19,1,7,2013,1,16-Jul-13
,34,1,7,2013,1,16-Jul-13
,49,1,7,2013,1,16-Jul-13
,31,1,7,2013,1,16-Jul-13
,28,1,7,2013,1,10-Jul-13
,24,1,7,2013,1,10-Jul-13
,21,1,5,2013,1,14may2013
,41,1,7,2013,1,10-Jul-13
,26,1,7,2013,1,17-Jul-13
,44,1,7,2013,1,16-Jul-13
,23,1,7,2013,1,16-Jul-13
,37,1,7,2013,1,16-Jul-13
,23,1,7,2013,1,10-Jul-13
,37,1,7,2013,1,17-Jul-13
,47,1,7,2013,1,11-Jul-13
,18,1,7,2013,1,12-Jul-13
,17,1,7,2013,1,11-Jul-13
,40,1,7,2013,1,11-Jul-13
,34,1,7,2013,1,11-Jul-13
,18,1,7,2013,1,12-Jul-13
,31,1,7,2013,1,11-Jul-13
,31,1,7,2013,1,31-Jul-13
,24,1,7,2013,1,11-Jul-13
,19,1,7,2013,1,11-Jul-13
,23,1,7,2013,1,11-Jul-13
,17,1,7,2013,1,17-Jul-13
,18,1,7,2013,1,12-Jul-13
,24,1,7,2013,1,12-Jul-13
,20,1,6,2013,1,17-Jun-13
,22,1,6,2013,1,15-Jun-13
,23,1,6,2013,1,17-Jun-13
,23,1,6,2013,1,17-Jun-13
,16,1,6,2013,1,17-Jun-13
,26,1,6,2013,1,15-Jun-13
,20,1,6,2013,1,17-Jun-13
,32,1,6,2013,1,17-Jun-13
,20,1,6,2013,1,17-Jun-13
,20,1,6,2013,1,17-Jun-13
,24,1,6,2013,1,17-Jun-13
,16,1,6,2013,1,17-Jun-13
,18,1,6,2013,1,17-Jun-13
,29,1,6,2013,1,17-Jun-13
,41,1,6,2013,1,17-Jun-13
,23,1,6,2013,1,21-Jun-13
,29,1,6,2013,1,17-Jun-13
,29,1,6,2013,1,17-Jun-13
,16,1,6,2013,1,17-Jun-13
,25,1,7,2013,1,12-Jul-13
,28,1,7,2013,1,10-Jul-13
,23,1,7,2013,1,10-Jul-13
,20,1,7,2013,1,16-Jul-13
,32,1,7,2013,1,17-Jul-13
,21,1,7,2013,1,11-Jul-13
,23,1,7,2013,1,06-Jul-13
,26,1,7,2013,1,07-Jul-13
,16,1,7,2013,1,08-Jul-13
,18,1,7,2013,1,06-Jul-13
,17,1,7,2013,1,06-Jul-13
,23,1,7,2013,1,08-Jul-13
,18,1,7,2013,1,13-Jul-13
,30,1,7,2013,1,13-Jul-13
,21,1,7,2013,1,08-Jul-13
,21,1,7,2013,1,06-Jul-13
,26,1,7,2013,1,06-Jul-13
,22,1,7,2013,1,08-Jul-13
,19,1,7,2013,1,08-Jul-13
,18,1,7,2013,1,06-Jul-13
,19,1,7,2013,1,06-Jul-13
,30,1,7,2013,1,06-Jul-13
,16,1,7,2013,1,06-Jul-13
,26,1,7,2013,1,08-Jul-13
,26,1,7,2013,1,08-Jul-13
,27,1,7,2013,1,06-Jul-13
,22,1,7,2013,1,06-Jul-13
,26,1,7,2013,1,06-Jul-13
,16,1,7,2013,1,06-Jul-13
,22,1,7,2013,1,06-Jul-13
,25,1,7,2013,1,13-Jul-13
,26,1,6,2013,1,03-Jun-13
,16,1,6,2013,1,03-Jun-13
,16,1,6,2013,1,03-Jun-13
,18,1,6,2013,1,03-Jun-13
,22,1,6,2013,1,03-Jun-13
,20,1,6,2013,1,06-Jun-13
,16,1,5,2013,1,27may2013
,27,1,5,2013,1,27may2013
,35,1,6,2013,1,06-Jun-13
,25,1,6,2013,1,21-Jun-13
,22,1,6,2013,1,24-Jun-13
,27,1,6,2013,1,21-Jun-13
,15,1,7,2013,1,06-Jul-13
,26,1,6,2013,1,21-Jun-13
,23,1,7,2013,1,12-Jul-13
,16,1,7,2013,1,12-Jul-13
,18,1,7,2013,1,12-Jul-13
,21,1,7,2013,1,12-Jul-13
,21,1,7,2013,1,31-Jul-13
,38,1,7,2013,1,16-Jul-13
,24,1,7,2013,1,13-Jul-13
,33,1,7,2013,1,12-Jul-13
,38,1,7,2013,1,13-Jul-13
,26,1,7,2013,1,12-Jul-13
,37,1,7,2013,1,16-Jul-13
,24,1,7,2013,1,12-Jul-13
,27,1,7,2013,1,16-Jul-13
,22,1,7,2013,1,12-Jul-13
,15,1,7,2013,1,12-Jul-13
,26,1,7,2013,1,16-Jul-13
,29,1,7,2013,1,12-Jul-13
,25,1,7,2013,1,11-Jul-13
,20,1,7,2013,1,12-Jul-13
,20,1,7,2013,1,31-Jul-13
,39,1,7,2013,1,12-Jul-13
,24,1,7,2013,1,12-Jul-13
,20,1,7,2013,1,08-Jul-13
,14,1,8,2013,1,06-Aug-13
,23,1,9,2013,1,21-Sep-13
,23,1,7,2013,1,13-Jul-13
,20,1,7,2013,1,08-Jul-13
,20,1,7,2013,1,08-Jul-13
,19,1,7,2013,1,09-Jul-13
,24,1,7,2013,1,09-Jul-13
,20,1,7,2013,1,09-Jul-13
,24,1,7,2013,1,09-Jul-13
,23,1,7,2013,1,09-Jul-13
,26,1,7,2013,1,08-Jul-13
,22,1,7,2013,1,08-Jul-13
,16,1,7,2013,1,15-Jul-13
,26,1,7,2013,1,15-Jul-13
,23,1,6,2013,1,25-Jun-13
,18,1,6,2013,1,24-Jun-13
,21,1,6,2013,1,25-Jun-13
,30,1,6,2013,1,25-Jun-13
,22,1,6,2013,1,24-Jun-13
,27,1,6,2013,1,25-Jun-13
,19,1,6,2013,1,24-Jun-13
,27,1,5,2013,1,16may2013
,14,1,5,2013,1,08may2013
,19,1,5,2013,1,11may2013
,16,1,5,2013,1,10may2013
,20,1,5,2013,1,07may2013
,38,1,5,2013,1,11may2013
,31,1,5,2013,1,11may2013
,19,1,5,2013,1,15may2013
,18,1,5,2013,1,06may2013
,25,1,5,2013,1,15may2013
,24,1,5,2013,1,15may2013
,20,1,5,2013,1,15may2013
,20,1,5,2013,1,16may2013
,31,1,5,2013,1,29may2013
,26,1,5,2013,1,31may2013
,17,1,5,2013,1,31may2013
,17,1,5,2013,1,30may2013
,28,1,5,2013,1,31may2013
,20,1,5,2013,1,31may2013
,20,1,5,2013,1,29may2013
,20,1,5,2013,1,31may2013
,37,1,5,2013,1,29may2013
,18,1,5,2013,1,31may2013
,17,1,5,2013,1,31may2013
,20,1,6,2013,1,06-Jun-13
,19,1,5,2013,1,31may2013
,62,1,7,2013,1,04-Jul-13
,25,1,7,2013,1,06-Jul-13
,31,1,7,2013,1,06-Jul-13
,32,1,7,2013,1,04-Jul-13
,49,1,7,2013,1,04-Jul-13
,30,1,7,2013,1,04-Jul-13
,20,1,7,2013,1,04-Jul-13
,22,1,7,2013,1,04-Jul-13
,33,1,7,2013,1,04-Jul-13
,21,1,7,2013,1,04-Jul-13
,33,1,7,2013,1,04-Jul-13
,28,1,7,2013,1,04-Jul-13
,22,1,7,2013,1,04-Jul-13
,18,1,7,2013,1,04-Jul-13
,29,1,7,2013,1,04-Jul-13
,15,1,5,2013,1,09may2013
,15,1,5,2013,1,09may2013
,43,1,5,2013,1,10may2013
,30,1,5,2013,1,11may2013
,18,1,5,2013,1,15may2013
,21,1,5,2013,1,06may2013
,24,1,5,2013,1,06may2013
,20,1,5,2013,1,08may2013
,15,1,6,2013,1,08-Jun-13
,15,1,5,2013,1,10may2013
,15,1,5,2013,1,14may2013
,15,1,5,2013,1,10may2013
,21,1,5,2013,1,15may2013
,18,1,5,2013,1,11may2013
,16,1,5,2013,1,14may2013
,22,1,5,2013,1,09may2013
,17,1,5,2013,1,13may2013
,20,1,5,2013,1,15may2013
,16,1,5,2013,1,15may2013
,33,1,7,2013,1,31-Jul-13
,17,1,7,2013,1,05-Jul-13
,45,1,7,2013,1,05-Jul-13
,27,1,7,2013,1,05-Jul-13
,32,1,5,2013,1,14may2013
,24,1,5,2013,1,14may2013
,19,1,5,2013,1,13may2013
,22,1,6,2013,1,10-Jun-13
,20,1,5,2013,1,13may2013
,21,1,5,2013,1,13may2013
,22,1,5,2013,1,17may2013
,22,1,5,2013,1,13may2013
,24,1,5,2013,1,15may2013
,20,1,5,2013,1,15may2013
,20,1,5,2013,1,06may2013
,10,1,5,2013,1,17may2013
,12,1,5,2013,1,14may2013
,11,1,5,2013,1,14may2013
,17,1,5,2013,1,09may2013
,16,1,5,2013,1,10may2013
,23,1,7,2013,1,13-Jul-13
,19,1,6,2013,1,18-Jun-13
,24,1,6,2013,1,18-Jun-13
,15,1,6,2013,1,18-Jun-13
,21,1,6,2013,1,18-Jun-13
,20,1,6,2013,1,18-Jun-13
,28,1,6,2013,1,18-Jun-13
,20,1,5,2013,1,11may2013
,19,1,5,2013,1,07may2013
,22,1,5,2013,1,14may2013
,17,1,5,2013,1,13may2013
,19,1,5,2013,1,13may2013
,21,1,5,2013,1,07may2013
,24,1,5,2013,1,07may2013
,20,1,5,2013,1,16may2013
,19,1,5,2013,1,16may2013
,19,1,5,2013,1,16may2013
,22,1,5,2013,1,14may2013
,14,1,5,2013,1,10may2013
,24,1,5,2013,1,13may2013
,22,1,5,2013,1,13may2013
,23,1,5,2013,1,09may2013
,29,1,5,2013,1,07may2013
,20,1,5,2013,1,07may2013
,22,1,5,2013,1,06may2013
,17,1,5,2013,1,13may2013
,20,1,5,2013,1,13may2013
,233,1,5,2013,1,13may2013
,43,1,5,2013,1,11may2013
,39,1,5,2013,1,14may2013
,19,1,5,2013,1,29may2013
,20,1,6,2013,1,06-Jun-13
,16,1,6,2013,1,06-Jun-13
,23,1,5,2013,1,30may2013
,25,1,6,2013,1,03-Jun-13
,21,1,5,2013,1,30may2013
,20,1,5,2013,1,28may2013
,19,1,5,2013,1,30may2013
,29,1,5,2013,1,30may2013
,17,1,5,2013,1,27may2013
,21,1,5,2013,1,28may2013
,34,1,5,2013,1,28may2013
,22,1,5,2013,1,28may2013
,11,1,5,2013,1,28may2013
,18,1,5,2013,1,28may2013
,33,1,5,2013,1,16may2013
,29,1,5,2013,1,11may2013
,19,1,5,2013,1,11may2013
,17,1,5,2013,1,08may2013
,20,1,5,2013,1,13may2013
,30,1,5,2013,1,11may2013
,20,1,5,2013,1,10may2013
,36,1,5,2013,1,07may2013
,21,1,5,2013,1,11may2013
,28,1,5,2013,1,09may2013
,16,1,5,2013,1,17may2013
,17,1,5,2013,1,10may2013
,25,1,5,2013,1,09may2013
,20,1,5,2013,1,10may2013
,19,1,5,2013,1,07may2013
,23,1,5,2013,1,06may2013
,37,1,5,2013,1,11may2013
,20,1,5,2013,1,06may2013
,34,1,5,2013,1,11may2013
,25,1,5,2013,1,08may2013
,19,1,5,2013,1,31may2013
,24,1,5,2013,1,27may2013
,28,1,5,2013,1,30may2013
,16,1,5,2013,1,31may2013
,17,1,5,2013,1,27may2013
,22,1,5,2013,1,31may2013
,23,1,5,2013,1,31may2013
,30,1,5,2013,1,27may2013
,19,1,5,2013,1,29may2013
,19,1,5,2013,1,29may2013
,24,1,5,2013,1,31may2013
,20,1,5,2013,1,29may2013
,24,1,5,2013,1,31may2013
,19,1,5,2013,1,27may2013
,21,1,5,2013,1,31may2013
,20,1,6,2013,1,20-Jun-13
,18,1,6,2013,1,20-Jun-13
,19,1,6,2013,1,19-Jun-13
,20,1,6,2013,1,20-Jun-13
,18,1,6,2013,1,20-Jun-13
,29,1,6,2013,1,20-Jun-13
,19,1,6,2013,1,20-Jun-13
,31,1,6,2013,1,19-Jun-13
,27,1,6,2013,1,20-Jun-13
,10,1,5,2013,1,21may2013
,18,1,7,2013,1,10-Jul-13
,20,1,7,2013,1,10-Jul-13
,51,1,7,2013,1,16-Jul-13
,24,1,7,2013,1,16-Jul-13
,28,1,7,2013,1,17-Jul-13
,22,1,7,2013,1,17-Jul-13
,22,1,7,2013,1,15-Jul-13
,25,1,7,2013,1,15-Jul-13
,23,1,5,2013,1,14may2013
,27,1,7,2013,1,15-Jul-13
,20,1,5,2013,1,10may2013
,14,1,5,2013,1,06may2013
,27,1,5,2013,1,17may2013
,48,1,5,2013,1,08may2013
,36,1,5,2013,1,08may2013
,21,1,5,2013,1,11may2013
,31,1,5,2013,1,08may2013
,15,1,9,2013,1,16-Sep-13
,17,1,5,2013,1,17may2013
,22,1,5,2013,1,15may2013
,22,1,5,2013,1,15may2013
,25,1,5,2013,1,10may2013
,21,1,5,2013,1,17may2013
,16,1,6,2013,1,26-Jun-13
,46,1,5,2013,1,06may2013
,19,1,5,2013,1,14may2013
,30,1,5,2013,1,16may2013
,18,1,5,2013,1,06may2013
,24,1,5,2013,1,07may2013
,20,1,5,2013,1,08may2013
,26,1,5,2013,1,11may2013
,16,1,6,2013,1,26-Jun-13
,16,1,5,2013,1,13may2013
,32,1,5,2013,1,08may2013
,41,1,5,2013,1,06may2013
,31,1,5,2013,1,17may2013
,32,1,5,2013,1,10may2013
,24,1,5,2013,1,27may2013
,23,1,5,2013,1,17may2013
,25,1,5,2013,1,27may2013
,31,1,5,2013,1,27may2013
,27,1,5,2013,1,27may2013
,17,1,8,2013,1,02-Aug-13
,21,1,5,2013,1,27may2013
,26,1,5,2013,1,26may2013
,23,1,6,2013,1,03-Jun-13
,26,1,5,2013,1,27may2013
,19,1,5,2013,1,26may2013
,26,1,5,2013,1,27may2013
,23,1,5,2013,1,06may2013
,22,1,5,2013,1,15may2013
,20,1,5,2013,1,10may2013
,24,1,5,2013,1,10may2013
,28,1,5,2013,1,14may2013
,18,1,5,2013,1,13may2013
,24,1,5,2013,1,06may2013
,33,1,5,2013,1,14may2013
,17,1,5,2013,1,08may2013
,32,1,5,2013,1,14may2013
,31,1,5,2013,1,08may2013
,20,1,5,2013,1,08may2013
,20,1,5,2013,1,28may2013
,26,1,5,2013,1,28may2013
,26,1,5,2013,1,29may2013
,20,1,6,2013,1,03-Jun-13
,21,1,6,2013,1,03-Jun-13
,28,1,6,2013,1,04-Jun-13
,22,1,6,2013,1,06-Jun-13
,22,1,7,2013,1,31-Jul-13
,20,1,7,2013,1,01-Jul-13
,49,1,7,2013,1,01-Jul-13
,43,1,7,2013,1,01-Jul-13
,23,1,7,2013,1,01-Jul-13
,20,1,7,2013,1,01-Jul-13
,18,1,7,2013,1,09-Jul-13
,17,1,7,2013,1,31-Jul-13
,31,1,7,2013,1,01-Jul-13
,15,1,7,2013,1,01-Jul-13
,20,1,6,2013,1,29-Jun-13
,18,1,7,2013,1,13-Jul-13
,29,1,7,2013,1,01-Jul-13
,19,1,7,2013,1,01-Jul-13
,21,1,7,2013,1,01-Jul-13
,13,1,6,2013,1,27-Jun-13
,39,1,5,2013,1,14may2013
,29,1,6,2013,1,27-Jun-13
,26,1,6,2013,1,27-Jun-13
,24,1,6,2013,1,27-Jun-13
,23,1,5,2013,1,14may2013
,23,1,6,2013,1,27-Jun-13
,20,1,6,2013,1,26-Jun-13
,30,1,6,2013,1,27-Jun-13
,24,1,6,2013,1,27-Jun-13
,31,1,6,2013,1,27-Jun-13
,33,1,6,2013,1,27-Jun-13
,22,1,6,2013,1,27-Jun-13
,32,1,6,2013,1,27-Jun-13
,19,1,6,2013,1,25-Jun-13
,38,1,6,2013,1,25-Jun-13
,32,1,6,2013,1,25-Jun-13
,31,1,6,2013,1,25-Jun-13
,27,1,7,2013,1,13-Jul-13
,16,1,6,2013,1,25-Jun-13
,28,1,6,2013,1,25-Jun-13
,24,1,6,2013,1,25-Jun-13
,17,1,6,2013,1,25-Jun-13
,36,1,6,2013,1,25-Jun-13
,28,1,7,2013,1,09-Jul-13
,23,1,6,2013,1,25-Jun-13
,24,1,6,2013,1,25-Jun-13
,30,1,6,2013,1,25-Jun-13
,33,1,6,2013,1,25-Jun-13
,18,1,7,2013,1,09-Jul-13
,29,1,7,2013,1,13-Jul-13
,39,1,7,2013,1,09-Jul-13
,25,1,7,2013,1,09-Jul-13
,44,1,7,2013,1,09-Jul-13
,28,1,7,2013,1,09-Jul-13
,20,1,7,2013,1,09-Jul-13
,31,1,7,2013,1,08-Jul-13
,29,1,7,2013,1,13-Jul-13
,32,1,7,2013,1,13-Jul-13
,25,1,7,2013,1,09-Jul-13
,17,1,6,2013,1,26-Jun-13
,25,1,6,2013,1,26-Jun-13
,20,1,6,2013,1,26-Jun-13
,26,1,6,2013,1,26-Jun-13
,28,1,6,2013,1,26-Jun-13
,23,1,6,2013,1,26-Jun-13
,40,1,6,2013,1,26-Jun-13
,22,1,6,2013,1,26-Jun-13
,17,1,6,2013,1,26-Jun-13
,27,1,6,2013,1,26-Jun-13
,34,1,6,2013,1,26-Jun-13
,23,1,7,2013,1,15-Jul-13
,27,1,7,2013,1,15-Jul-13
,21,1,7,2013,1,11-Jul-13
,18,1,7,2013,1,16-Jul-13
,23,1,7,2013,1,11-Jul-13
,24,1,7,2013,1,11-Jul-13
,26,1,7,2013,1,15-Jul-13
,29,1,5,2013,1,14may2013
,24,1,7,2013,1,16-Jul-13
,25,1,7,2013,1,15-Jul-13
,16,1,7,2013,1,11-Jul-13
,27,1,7,2013,1,13-Jul-13
,47,1,7,2013,1,13-Jul-13
,17,1,7,2013,1,15-Jul-13
,19,1,7,2013,1,11-Jul-13
,23,1,7,2013,1,11-Jul-13
,24,1,7,2013,1,31-Jul-13
,22,1,7,2013,1,15-Jul-13
,23,1,6,2013,1,27-Jun-13
,25,1,6,2013,1,27-Jun-13
,20,1,6,2013,1,27-Jun-13
,31,1,5,2013,1,14may2013
,24,1,6,2013,1,27-Jun-13
,25,1,7,2013,1,01-Jul-13
,26,1,7,2013,1,01-Jul-13
,17,1,8,2013,1,05-Aug-13
,26,1,7,2013,1,09-Jul-13
,13,1,6,2013,1,21-Jun-13
,20,1,7,2013,1,01-Jul-13
,20,1,6,2013,1,27-Jun-13
,27,1,6,2013,1,27-Jun-13
,27,1,7,2013,1,18-Jul-13
,22,1,6,2013,1,27-Jun-13
,22,1,6,2013,1,26-Jun-13
,20,1,6,2013,1,26-Jun-13
,29,1,6,2013,1,26-Jun-13
,26,1,6,2013,1,27-Jun-13
,29,1,6,2013,1,26-Jun-13
,23,1,6,2013,1,26-Jun-13
,15,1,6,2013,1,18-Jun-13
,28,1,6,2013,1,26-Jun-13
,22,1,6,2013,1,26-Jun-13
,23,1,6,2013,1,26-Jun-13
,24,1,6,2013,1,26-Jun-13
,30,1,6,2013,1,26-Jun-13
,23,1,6,2013,1,26-Jun-13
,31,1,6,2013,1,11-Jun-13
,15,1,6,2013,1,18-Jun-13
,21,1,6,2013,1,18-Jun-13
,30,1,6,2013,1,18-Jun-13
,21,1,6,2013,1,18-Jun-13
,22,1,6,2013,1,18-Jun-13
,22,1,6,2013,1,18-Jun-13
,20,1,7,2013,1,09-Jul-13
,20,1,7,2013,1,09-Jul-13
,23,1,6,2013,1,05-Jun-13
,22,1,6,2013,1,05-Jun-13
,30,1,6,2013,1,05-Jun-13
,37,1,5,2013,1,30may2013
,22,1,5,2013,1,28may2013
,29,1,5,2013,1,28may2013
,20,1,5,2013,1,28may2013
,27,1,5,2013,1,28may2013
,39,1,7,2013,1,06-Jul-13
,21,1,6,2013,1,04-Jun-13
,17,1,5,2013,1,29may2013
,25,1,6,2013,1,04-Jun-13
,23,1,9,2013,1,19-Sep-13
,19,1,7,2013,1,04-Jul-13
,31,1,7,2013,1,04-Jul-13
,25,1,6,2013,1,28-Jun-13
,30,1,6,2013,1,27-Jun-13
,29,1,6,2013,1,28-Jun-13
,33,1,6,2013,1,28-Jun-13
,34,1,7,2013,1,05-Jul-13
,23,1,7,2013,1,05-Jul-13
,34,1,7,2013,1,05-Jul-13
,28,1,7,2013,1,05-Jul-13
,21,1,7,2013,1,04-Jul-13
,25,1,5,2013,1,18may2013
,16,1,5,2013,1,13may2013
,25,1,7,2013,1,04-Jul-13
,41,1,6,2013,1,04-Jun-13
,24,1,6,2013,1,29-Jun-13
,15,1,7,2013,1,02-Jul-13
,21,1,6,2013,1,29-Jun-13
,26,1,7,2013,1,09-Jul-13
,15,1,7,2013,1,01-Jul-13
,29,1,7,2013,1,01-Jul-13
,27,1,5,2013,1,30may2013
,25,1,6,2013,1,20-Jun-13
,23,1,6,2013,1,20-Jun-13
,21,1,6,2013,1,20-Jun-13
,20,1,6,2013,1,22-Jun-13
,21,1,6,2013,1,22-Jun-13
,27,1,6,2013,1,24-Jun-13
,23,1,6,2013,1,24-Jun-13
,40,1,6,2013,1,21-Jun-13
,20,1,6,2013,1,24-Jun-13
,32,1,6,2013,1,24-Jun-13
,22,1,6,2013,1,24-Jun-13
,49,1,7,2013,1,13-Jul-13
,32,1,6,2013,1,28-Jun-13
,23,1,6,2013,1,21-Jun-13
,22,1,6,2013,1,29-Jun-13
,15,1,5,2013,1,14may2013
,16,1,5,2013,1,15may2013
,28,1,5,2013,1,17may2013
,19,1,5,2013,1,15may2013
,16,1,5,2013,1,16may2013
,21,1,5,2013,1,17may2013
,21,1,5,2013,1,08may2013
,27,1,5,2013,1,16may2013
,15,1,5,2013,1,16may2013
,31,1,5,2013,1,15may2013
,19,1,5,2013,1,17may2013
,18,1,5,2013,1,10may2013
,21,1,5,2013,1,15may2013
,39,1,5,2013,1,16may2013
,18,1,5,2013,1,09may2013
,40,1,6,2013,1,04-Jun-13
,31,1,7,2013,1,06-Jul-13
,24,1,6,2013,1,29-Jun-13
,21,1,5,2013,1,09may2013
,22,1,5,2013,1,07may2013
,28,1,7,2013,1,05-Jul-13
,25,1,7,2013,1,05-Jul-13
,25,1,7,2013,1,08-Jul-13
,18,1,6,2013,1,17-Jun-13
,46,1,7,2013,1,04-Jul-13
,44,1,6,2013,1,08-Jun-13
,29,1,6,2013,1,22-Jun-13
,23,1,6,2013,1,06-Jun-13
,28,1,5,2013,1,28may2013
,26,1,6,2013,1,05-Jun-13
,16,1,7,2013,1,13-Jul-13
,19,1,7,2013,1,13-Jul-13
,24,1,6,2013,1,22-Jun-13
,48,1,6,2013,1,22-Jun-13
,10,1,5,2013,1,29may2013
,20,1,6,2013,1,04-Jun-13
,20,1,6,2013,1,04-Jun-13
,22,1,7,2013,1,09-Jul-13
,21,1,7,2013,1,09-Jul-13
,27,1,9,2013,1,17-Sep-13
,20,1,9,2013,1,16-Sep-13
,20,1,9,2013,1,17-Sep-13
,17,1,9,2013,1,20-Sep-13
,16,1,9,2013,1,20-Sep-13
,19,1,7,2013,1,05-Jul-13
,19,1,7,2013,1,05-Jul-13
,30,1,7,2013,1,05-Jul-13
,39,1,7,2013,1,08-Jul-13
,23,1,7,2013,1,05-Jul-13
,18,1,6,2013,1,24-Jun-13
,26,1,6,2013,1,24-Jun-13
,26,1,6,2013,1,29-Jun-13
,26,1,7,2013,1,08-Jul-13
,30,1,6,2013,1,29-Jun-13
,21,1,6,2013,1,05-Jun-13
,28,1,7,2013,1,05-Jul-13
,16,1,7,2013,1,05-Jul-13
,19,1,7,2013,1,05-Jul-13
,17,1,7,2013,1,05-Jul-13
,15,1,6,2013,1,04-Jun-13
,21,1,5,2013,1,10may2013
,20,1,5,2013,1,15may2013
,18,1,5,2013,1,16may2013
,21,1,5,2013,1,28may2013
,21,1,5,2013,1,28may2013
,23,1,5,2013,1,25may2013
,31,1,7,2013,1,08-Jul-13
,16,1,6,2013,1,05-Jun-13
,17,1,6,2013,1,05-Jun-13
,20,1,5,2013,1,10may2013
,30,1,5,2013,1,13may2013
,30,1,5,2013,1,09may2013
,24,1,6,2013,1,15-Jun-13
,22,1,6,2013,1,15-Jun-13
,46,1,6,2013,1,28-Jun-13
,22,1,6,2013,1,24-Jun-13
,16,1,6,2013,1,24-Jun-13
,23,1,5,2013,1,11may2013
,37,1,5,2013,1,16may2013
,15,1,5,2013,1,15may2013
,22,1,6,2013,1,17-Jun-13
,22,1,6,2013,1,04-Jun-13
,25,1,6,2013,1,29-Jun-13
,25,1,6,2013,1,29-Jun-13
,24,1,6,2013,1,29-Jun-13
,29,1,6,2013,1,29-Jun-13
,24,1,6,2013,1,29-Jun-13
,17,1,7,2013,1,05-Jul-13
,27,1,6,2013,1,29-Jun-13
,24,1,6,2013,1,29-Jun-13
,19,1,6,2013,1,29-Jun-13
,25,1,6,2013,1,29-Jun-13
,21,1,7,2013,1,05-Jul-13
,32,1,7,2013,1,04-Jul-13
,30,1,7,2013,1,04-Jul-13
,35,1,7,2013,1,04-Jul-13
,27,1,7,2013,1,04-Jul-13
,16,1,7,2013,1,04-Jul-13
,28,1,7,2013,1,03-Jul-13
,37,1,5,2013,1,27may2013
,26,1,5,2013,1,28may2013
,30,1,5,2013,1,28may2013
,24,1,6,2013,1,10-Jun-13
,25,1,5,2013,1,28may2013
,28,1,5,2013,1,30may2013
,30,1,5,2013,1,28may2013
,11,1,6,2013,1,05-Jun-13
,18,1,5,2013,1,30may2013
,24,1,6,2013,1,05-Jun-13
,24,1,5,2013,1,30may2013
,28,1,5,2013,1,30may2013
